"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"1/26/2021","1/26/2021","1/28/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.461403","$216.73","($100.00)"
"1/25/2021","1/25/2021","1/27/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","7.275915","$229.61","$1,670.58"
"1/25/2021","1/25/2021","1/27/2021","DDOG","Datadog
CUSIP: 23804L103","Buy","0.913408","$109.48","($100.00)"
"1/25/2021","1/25/2021","1/27/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.401622","$248.99","($100.00)"
"1/25/2021","1/25/2021","1/25/2021","","Gold Fee","GOLD","","","($5.00)"
"1/25/2021","1/25/2021","1/25/2021","","Aggregated Margin Interest","MINT","","","($16.27)"
"1/22/2021","1/22/2021","1/26/2021","CCIV","Churchill Capital
CUSIP: 171439102","Sell","10","$22.28","$222.75"
"1/22/2021","1/22/2021","1/26/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.243096","$205.68","($50.00)"
"1/22/2021","1/22/2021","1/26/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.457728","$218.47","($100.00)"
"1/22/2021","1/22/2021","1/26/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.651084","$153.59","($100.00)"
"1/22/2021","1/22/2021","1/26/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","3.999188","$73.93","($295.66)"
"1/22/2021","1/22/2021","1/26/2021","PINS","Pinterest
CUSIP: 72352L106","Buy","0.058716","$73.92","($4.34)"
"1/22/2021","1/22/2021","1/26/2021","CURI","CuriosityStream
CUSIP: 23130Q107","Buy","15.993271","$18.55","($296.64)"
"1/22/2021","1/22/2021","1/26/2021","CURI","CuriosityStream
CUSIP: 23130Q107","Buy","0.181229","$18.54","($3.36)"
"1/22/2021","1/22/2021","1/25/2021","OXY","OXY 1/21/2022 Call $25.00","BTO","1","$4.25","($425.00)"
"1/21/2021","1/21/2021","1/25/2021","BIGC","Big Commerce
CUSIP: 08975P108","Sell","20","$71.78","$1,435.56"
"1/21/2021","1/21/2021","1/22/2021","HYLN","HYLN 2/19/2021 Call $21.00","STO","3","$1.00","$299.98"
"1/21/2021","1/21/2021","1/22/2021","BIGC","BIGC 2/19/2021 Call $75.00","STO","1","$6.45","$644.97"
"1/21/2021","1/21/2021","1/25/2021","FSLY","Fastly
CUSIP: 31188V100","Sell","0.000666","$105.09","$0.07"
"1/21/2021","1/21/2021","1/25/2021","FSLY","Fastly
CUSIP: 31188V100","Sell","0.950886","$105.09","$99.93"
"1/21/2021","1/21/2021","1/25/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.392256","$254.94","($100.00)"
"1/21/2021","1/21/2021","1/25/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.084418","$1,184.57","($100.00)"
"1/21/2021","1/21/2021","1/25/2021","DDOG","Datadog
CUSIP: 23804L103","Buy","0.956754","$104.52","($100.00)"
"1/21/2021","1/21/2021","1/25/2021","FSLY","Fastly
CUSIP: 31188V100","Sell","5","$102.63","$513.13"
"1/20/2021","1/20/2021","1/22/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.891206","$224.42","$200.00"
"1/20/2021","1/20/2021","1/22/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.230946","$216.50","($50.00)"
"1/20/2021","1/20/2021","1/22/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.6815","$146.74","($100.00)"
"1/20/2021","1/20/2021","1/22/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.083067","$1,203.84","($100.00)"
"1/20/2021","1/20/2021","1/22/2021","DDOG","Datadog
CUSIP: 23804L103","Buy","0.981836","$101.85","($100.00)"
"1/19/2021","1/19/2021","1/21/2021","SENS","Senseonics
CUSIP: 81727U105","Sell","240","$3.18","$763.15"
"1/19/2021","1/19/2021","1/21/2021","PTON","Peloton Interactive
CUSIP: 70614W100","Buy","0.307923","$146.14","($45.00)"
"1/19/2021","1/19/2021","1/21/2021","FSLY","Fastly
CUSIP: 31188V100","Sell","3","$93.34","$280.02"
"1/19/2021","1/19/2021","1/21/2021","DDOG","Datadog
CUSIP: 23804L103","Buy","1","$98.42","($98.42)"
"1/19/2021","1/19/2021","1/21/2021","PTON","Peloton Interactive
CUSIP: 70614W100","Buy","1","$155.00","($155.00)"
"1/15/2021","11/10/2021","1/20/2021","PTON","Peloton Interactive
CUSIP: 70614W100","Buy","0.631372","$157.96","($99.73)"
"1/15/2021","11/10/2021","1/20/2021","PTON","Peloton Interactive
CUSIP: 70614W100","BCXL","0.631372","$158.38","$100.00"
"1/15/2021","1/15/2021","1/19/2021","HYLN","Option Expiration for HYLN 1/15/2021 Call $22.00","OEXP","3","",""
"1/15/2021","1/15/2021","1/15/2021","OXY","Cash Div: R/D 2020-12-10 P/D 2021-01-15 - 1 shares at 0.01","CDIV","","","$0.01"
"1/15/2021","1/15/2021","1/15/2021","","ACH Deposit","ACH","","","$1,000.00"
"1/15/2021","1/15/2021","1/20/2021","SENS","Senseonics
CUSIP: 81727U105","Buy","440","$1.64","($721.60)"
"1/15/2021","1/15/2021","1/19/2021","TRXC","TRXC 1/15/2021 Call $1.00","STC","3","$1.06","$317.98"
"1/15/2021","1/15/2021","1/20/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.000607","$213.85","$0.13"
"1/15/2021","1/15/2021","1/20/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.934644","$213.85","$199.87"
"1/15/2021","1/15/2021","1/20/2021","CCIV","Churchill Capital
CUSIP: 171439102","Buy","0.044878","$20.50","($0.92)"
"1/15/2021","1/15/2021","1/20/2021","CCIV","Churchill Capital
CUSIP: 171439102","Buy","4.833252","$20.50","($99.08)"
"1/15/2021","1/15/2021","1/20/2021","SHOP","Shopify
CUSIP: 82509L107","Buy","0.08619","$1,160.22","($100.00)"
"1/15/2021","1/15/2021","1/20/2021","PTON","Peloton Interactive
CUSIP: 70614W100","Buy","0.631372","$158.38","($100.00)"
"1/15/2021","1/15/2021","1/20/2021","FVRR","Fiverr International
CUSIP: M4R82T106","Buy","0.353107","$283.20","($100.00)"
"1/15/2021","1/15/2021","1/20/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.007272","$154.00","($1.12)"
"1/15/2021","1/15/2021","1/20/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.593588","$154.00","($91.41)"
"1/15/2021","1/15/2021","1/20/2021","LMND","Lemonade
CUSIP: 52567D107","Buy","0.048487","$154.00","($7.47)"
"1/15/2021","1/15/2021","1/20/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.003655","$172.33","($0.63)"
"1/15/2021","1/15/2021","1/20/2021","APPN","Appian
CUSIP: 03782L101","Buy","0.576601","$172.33","($99.37)"
"1/14/2021","1/14/2021","1/19/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.401018","$249.36","($100.00)"
"1/14/2021","1/14/2021","1/19/2021","MELI","MercadoLibre
CUSIP: 58733R102","Buy","0.159957","$1,875.50","($300.00)"
"1/14/2021","1/14/2021","1/19/2021","XOM","Exxon Mobil
CUSIP: 30231G102","Sell","9.984702","$49.73","$496.54"
"1/14/2021","1/14/2021","1/19/2021","ROKU","Roku
CUSIP: 77543R102","Buy","0.71269","$420.94","($300.00)"
"1/14/2021","1/14/2021","1/19/2021","RGEN","Repligen
CUSIP: 759916109","Buy","0.681694","$220.04","($150.00)"
"1/14/2021","1/14/2021","1/19/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.000509","$215.86","$0.11"
"1/14/2021","1/14/2021","1/19/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","2","$215.86","$431.72"
"1/14/2021","1/14/2021","1/19/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.315726","$215.92","$68.17"
"1/14/2021","1/14/2021","1/19/2021","DOCU","DocuSign
CUSIP: 256163106","Buy","0.393669","$254.02","($100.00)"
"1/14/2021","1/14/2021","1/19/2021","TDOC","Teladoc Health
CUSIP: 87918A105","Buy","1.322226","$226.89","($300.00)"
"1/14/2021","1/14/2021","1/19/2021","RDFN","Redfin
CUSIP: 75737F108","Buy","3.752345","$79.95","($300.00)"
"1/13/2021","1/13/2021","1/13/2021","","ACH Withdrawal","ACH","","","($1,000.00)"
"1/13/2021","1/13/2021","1/15/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","0.000646","$216.62","$0.11"
"1/13/2021","1/13/2021","1/15/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","4.615739","$216.62","$999.83"
"1/13/2021","1/13/2021","1/14/2021","TRXC","TRXC 1/15/2021 Call $1.00","STC","1","$0.70","$69.98"
"1/13/2021","1/13/2021","1/15/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","0.407777","$125.92","$51.35"
"1/13/2021","1/13/2021","1/15/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","3","$126.00","$378.00"
"1/12/2021","1/12/2021","1/14/2021","CCIV","Churchill Capital
CUSIP: 171439102","Buy","10","$14.54","($145.45)"
"1/11/2021","1/11/2021","1/13/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","1","$119.84","$119.84"
"1/11/2021","1/11/2021","1/12/2021","TRXC","TRXC 1/15/2021 Call $1.00","STC","1","$0.75","$74.98"
"1/11/2021","1/11/2021","1/13/2021","BNGO","Bionano Genomics
CUSIP: 09075F107","Sell","155","$5.72","$886.56"
"1/8/2021","1/8/2021","1/11/2021","RKT","Option Expiration for RKT 1/8/2021 Call $23.00","OEXP","2","",""
"1/6/2021","1/6/2021","1/7/2021","BIGC","BIGC 1/15/2021 Call $80.00","BTC","1","$0.24","($24.00)"
"1/6/2021","1/6/2021","1/6/2021","","ACH Withdrawal","ACH","","","($1,000.00)"
"1/6/2021","1/6/2021","1/8/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","1","$113.81","$113.81"
"1/5/2021","1/5/2021","1/5/2021","","ACH Withdrawal","ACH","","","($500.00)"
"1/5/2021","1/5/2021","1/7/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","1","$108.36","$108.36"
"1/5/2021","1/5/2021","1/5/2021","","ACH Withdrawal","ACH","","","($500.00)"
"1/4/2021","1/4/2021","1/6/2021","MRNA","Moderna
CUSIP: 60770K107","Sell","1","$110.61","$110.61"
"1/4/2021","1/4/2021","1/4/2021","","ACH Withdrawal","ACH","","","($7,000.00)"
"1/4/2021","1/4/2021","1/4/2021","","ACH Deposit","ACH","","","$1,000.00"
"12/31/2020","12/31/2020","1/5/2021","MSFT","Microsoft
CUSIP: 594918104","Sell","1","$219.92","$219.92"
"12/30/2020","12/30/2020","1/4/2021","BNGO","Bionano Genomics
CUSIP: 09075F107","Buy","155","$2.09","($323.87)"
"12/30/2020","12/30/2020","12/31/2020","XOM","XOM 6/18/2021 Call $47.50","STC","1","$1.90","$189.98"
"12/30/2020","12/30/2020","1/4/2021","BIGC","Big Commerce
CUSIP: 08975P108","Buy","20","$66.10","($1,322.00)"
"12/29/2020","12/29/2020","12/31/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","1.997818","$114.58","$228.91"
"12/29/2020","12/29/2020","12/31/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","0.184264","$114.46","$21.09"
"12/28/2020","12/28/2020","12/30/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","0.00474","$94.92","$0.45"
"12/28/2020","12/28/2020","12/30/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","5.26288","$94.92","$499.55"
"12/28/2020","12/28/2020","12/30/2020","MPW","Medical Properties Trust
CUSIP: 58463J304","Sell","1","$21.65","$21.65"
"12/28/2020","12/28/2020","12/30/2020","WPC","W.P. Carey
CUSIP: 92936U109","Sell","1","$70.60","$70.60"
"12/28/2020","12/28/2020","12/30/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","4.278623","$116.86","$500.00"
"12/28/2020","12/28/2020","12/28/2020","","ACH Withdrawal","ACH","","","($2,000.00)"
"12/24/2020","12/24/2020","12/24/2020","","Gold Fee","GOLD","","","($5.00)"
"12/24/2020","12/24/2020","12/24/2020","","Aggregated Margin Interest","MINT","","","($11.78)"
"12/23/2020","12/23/2020","12/28/2020","BA","Boeing
CUSIP: 097023105","Sell","4","$219.54","$878.14"
"12/23/2020","12/23/2020","12/28/2020","BA","Boeing
CUSIP: 097023105","Sell","0.143264","$219.66","$31.47"
"12/23/2020","12/23/2020","12/24/2020","HYLN","HYLN 1/15/2021 Call $22.00","STO","3","$1.10","$329.98"
"12/23/2020","12/23/2020","12/24/2020","XOM","XOM 6/18/2021 Call $47.50","BTO","1","$2.30","($230.00)"
"12/23/2020","12/23/2020","12/28/2020","BA","Boeing
CUSIP: 097023105","Sell","1.123931","$222.43","$250.00"
"12/22/2020","12/22/2020","12/23/2020","XOM","XOM 6/18/2021 Call $47.50","BTO","1","$2.15","($215.00)"
"12/22/2020","12/22/2020","12/24/2020","BA","Boeing
CUSIP: 097023105","Sell","1","$218.88","$218.88"
"12/22/2020","12/22/2020","12/24/2020","BA","Boeing
CUSIP: 097023105","Sell","0.000091","$218.88","$0.02"
"12/22/2020","12/22/2020","12/24/2020","BA","Boeing
CUSIP: 097023105","Sell","0.142074","$218.90","$31.10"
"12/22/2020","12/22/2020","12/24/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","0.001442","$104.02","$0.15"
"12/22/2020","12/22/2020","12/24/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","2","$104.02","$208.04"
"12/22/2020","12/22/2020","12/24/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","0.401652","$104.10","$41.81"
"12/22/2020","12/22/2020","12/24/2020","OXY","Occidental Petroleum
CUSIP: 674599105","Sell","1","$17.37","$17.37"
"12/22/2020","12/22/2020","12/24/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","1","$224.01","$224.01"
"12/22/2020","12/22/2020","12/24/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.000312","$224.01","$0.07"
"12/22/2020","12/22/2020","12/24/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.115697","$224.08","$25.92"
"12/21/2020","12/21/2020","12/21/2020","","ACH Withdrawal","ACH","","","($1,500.00)"
"12/18/2020","12/18/2020","12/18/2020","","ACH Withdrawal","ACH","","","($1,000.00)"
"12/17/2020","12/17/2020","12/21/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","10","$100.00","$999.97"
"12/17/2020","12/17/2020","12/21/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","3.488818","$143.32","$500.00"
"12/17/2020","12/17/2020","12/21/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","1.999954","$218.41","$436.81"
"12/17/2020","12/17/2020","12/21/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.289324","$218.40","$63.19"
"12/17/2020","12/17/2020","12/18/2020","PFE1","PFE1 3/19/2021 Call $45.00","STC","1","$1.00","$99.98"
"12/17/2020","12/17/2020","12/18/2020","PFE1","PFE1 3/19/2021 Call $45.00","STC","1","$1.00","$99.98"
"12/16/2020","12/16/2020","12/18/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","3","$137.26","$411.77"
"12/16/2020","12/16/2020","12/18/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","0.000509","$137.26","$0.07"
"12/16/2020","12/16/2020","12/18/2020","MRNA","Moderna
CUSIP: 60770K107","Sell","0.642191","$137.28","$88.16"
"12/14/2020","12/14/2020","12/16/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","4.65994","$214.54","$999.72"
"12/14/2020","12/14/2020","12/16/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.001165","$214.54","$0.22"
"12/14/2020","12/14/2020","12/16/2020","HYLN","Hyliion
CUSIP: 449109107","Buy","7","$16.82","($117.74)"
"12/14/2020","12/14/2020","12/16/2020","HYLN","Hyliion
CUSIP: 449109107","Buy","23","$16.82","($386.85)"
"12/14/2020","12/14/2020","12/15/2020","BIGC","BIGC 1/15/2021 Call $80.00","STO","1","$4.75","$474.97"
"12/14/2020","12/14/2020","12/16/2020","BIGC","Big Commerce
CUSIP: 08975P108","Buy","42","$71.60","($3,007.20)"
"12/14/2020","12/14/2020","12/16/2020","OPES","Opes Acquisition
CUSIP: 68373P100","Sell","200","$15.00","$2,999.91"
"12/14/2020","12/14/2020","12/16/2020","BIGC","Big Commerce
CUSIP: 08975P108","Buy","16","$71.67","($1,146.72)"
"12/14/2020","12/14/2020","12/16/2020","OPES","Opes Acquisition
CUSIP: 68373P100","Buy","200","$15.22","($3,044.14)"
"12/14/2020","12/14/2020","12/16/2020","BIGC","Big Commerce
CUSIP: 08975P108","Buy","4","$71.50","($286.00)"
"12/14/2020","12/14/2020","12/16/2020","BIGC","Big Commerce
CUSIP: 08975P108","Buy","38","$71.50","($2,717.00)"
"12/14/2020","12/14/2020","12/16/2020","HYLN","Hyliion
CUSIP: 449109107","Buy","60","$16.90","($1,013.72)"
"12/14/2020","12/14/2020","12/16/2020","HOFV","Hall of Fame Resort & Entertainment
CUSIP: 40619L102","Sell","500","$1.34","$669.92"
"12/14/2020","12/14/2020","12/16/2020","VGAC","VG
CUSIP: G9446E105","Sell","100","$11.86","$1,185.96"
"12/14/2020","12/14/2020","12/16/2020","BFT","Foley Trasimene
CUSIP: 344328109","Sell","70","$14.78","$1,034.21"
"12/14/2020","12/14/2020","12/15/2020","IQ","IQ 6/18/2021 Call $22.50","STC","2","$3.60","$719.97"
"12/14/2020","12/14/2020","12/16/2020","HYLN","Hyliion
CUSIP: 449109107","Buy","15","$16.96","($254.37)"
"12/14/2020","12/14/2020","12/15/2020","RKT","RKT 1/8/2021 Call $23.00","STO","2","$1.04","$207.98"
"12/14/2020","12/14/2020","12/14/2020","","ACH Withdrawal","ACH","","","($2,000.00)"
"12/11/2020","12/11/2020","12/14/2020","AMD","Option Expiration for AMD 12/11/2020 Call $95.00","OEXP","5S","",""
"12/11/2020","12/11/2020","12/15/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.001555","$212.10","$0.33"
"12/11/2020","12/11/2020","12/15/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","2.355823","$212.10","$499.67"
"12/11/2020","12/11/2020","12/11/2020","","ACH Withdrawal","ACH","","","($1,000.00)"
"12/11/2020","12/11/2020","12/15/2020","XOM","Exxon Mobil
CUSIP: 30231G102
Bulk Equity Order Allocation Execution","Buy","0.195862","$43.50","($8.52)"
"12/11/2020","12/11/2020","12/15/2020","MSFT","Microsoft
CUSIP: 594918104
Bulk Equity Order Allocation Execution","Buy","0.092912","$210.20","($19.53)"
"12/10/2020","12/10/2020","12/10/2020","XOM","Cash Div: R/D 2020-11-12 P/D 2020-12-10 - 9.78884 shares at 0.87","CDIV","","","$8.52"
"12/10/2020","12/10/2020","12/10/2020","MSFT","Cash Div: R/D 2020-11-19 P/D 2020-12-10 - 34.866473 shares at 0.56","CDIV","","","$19.53"
"12/10/2020","12/10/2020","12/14/2020","WPC","W.P. Carey
CUSIP: 92936U109","Buy","1","$68.85","($68.85)"
"12/10/2020","12/10/2020","12/14/2020","MPW","Medical Properties Trust
CUSIP: 58463J304","Buy","1","$20.48","($20.48)"
"12/10/2020","12/10/2020","12/14/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","2.830656","$211.96","$599.95"
"12/10/2020","12/10/2020","12/14/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.000141","$211.96","$0.01"
"12/10/2020","12/10/2020","12/14/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","5","$97.89","$489.45"
"12/10/2020","12/10/2020","12/14/2020","FSLY","Fastly
CUSIP: 31188V100","Sell","0.107774","$97.89","$10.55"
"12/10/2020","12/10/2020","12/14/2020","BA","Boeing
CUSIP: 097023105","Sell","0.000084","$235.70","$0.02"
"12/10/2020","12/10/2020","12/14/2020","BA","Boeing
CUSIP: 097023105","Sell","2","$235.70","$471.39"
"12/10/2020","12/10/2020","12/14/2020","BA","Boeing
CUSIP: 097023105","Sell","0.121295","$235.70","$28.59"
"12/9/2020","12/9/2020","12/10/2020","RKT","RKT 1/8/2021 Call $23.00","STC","3","$1.25","$374.98"
"12/9/2020","12/9/2020","12/11/2020","MRNA","Moderna
CUSIP: 60770K107","Buy","1","$164.58","($164.58)"
"12/9/2020","12/9/2020","12/10/2020","SOLO","SOLO 12/18/2020 Call $7.50","STC","2","$1.05","$209.98"
"12/9/2020","12/9/2020","12/11/2020","THCB","Tuscan Holdings
CUSIP: 90069K104","Sell","66","$15.14","$998.87"
"12/8/2020","12/8/2020","12/9/2020","SOLO","SOLO 12/18/2020 Call $7.50","BTO","2","$1.00","($200.00)"
"12/8/2020","12/8/2020","12/10/2020","OPES","Opes Acquisition
CUSIP: 68373P100","Sell","1","$16.38","$16.38"
"12/8/2020","12/8/2020","12/10/2020","BFT","Foley Trasimene
CUSIP: 344328109","Buy","70","$12.66","($886.55)"
"12/8/2020","12/8/2020","12/9/2020","AMD","AMD 12/11/2020 Call $95.00","BTO","5","$0.74","($370.00)"
"12/7/2020","12/7/2020","12/9/2020","BA","Boeing
CUSIP: 097023105","Sell","1.999815","$239.71","$479.38"
"12/7/2020","12/7/2020","12/9/2020","BA","Boeing
CUSIP: 097023105","Sell","0.086027","$239.69","$20.62"
"12/7/2020","12/7/2020","12/9/2020","AMZN","Amazon
CUSIP: 023135106","Sell","0.310323","$3,153.22","$978.49"
"12/7/2020","12/7/2020","12/7/2020","","ACH Withdrawal","ACH","","","($2,000.00)"
"12/7/2020","12/7/2020","12/9/2020","FSLY","Fastly
CUSIP: 31188V100","Buy","2.910699","$85.89","($250.00)"
"12/4/2020","12/4/2020","12/7/2020","HYLN","HYLN 12/4/2020 Put $25.00","OASGN","2","",""
"12/4/2020","12/4/2020","12/8/2020","HYLN","Hyliion
CUSIP: 449109107
2 HYLN Options Assigned","Buy","200","$25.00","($5,000.00)"
"12/4/2020","12/4/2020","12/8/2020","FSLY","Fastly
CUSIP: 31188V100","Buy","0.999431","$89.02","($88.97)"
"12/4/2020","12/4/2020","12/8/2020","FSLY","Fastly
CUSIP: 31188V100","Buy","0.124037","$88.96","($11.03)"
"12/4/2020","12/4/2020","12/4/2020","","ACH Withdrawal","ACH","","","($4,000.00)"
"12/4/2020","12/4/2020","12/7/2020","NIO","NIO 12/16/2022 Call $60.00","STC","1","$18.00","$1,799.95"
"12/4/2020","12/4/2020","12/7/2020","XOM","XOM 1/21/2022 Call $45.00","BTO","1","$4.45","($445.00)"
"12/2/2020","12/2/2020","12/4/2020","NIO","NIO
CUSIP: 62914V106","Sell","0.503966","$46.26","$23.31"
"12/2/2020","12/2/2020","12/4/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","4.669733","$214.14","$999.95"
"12/2/2020","12/2/2020","12/4/2020","MSFT","Microsoft
CUSIP: 594918104","Sell","0.000093","$214.14","($0.01)"
"12/2/2020","12/2/2020","12/4/2020","NIO","NIO
CUSIP: 62914V106","Sell","1","$40.00","$40.00"
"12/2/2020","12/2/2020","12/4/2020","NIO","NIO
CUSIP: 62914V106","Sell","35","$40.00","$1,399.96"
"12/2/2020","12/2/2020","12/4/2020","NIO","NIO
CUSIP: 62914V106","Sell","20","$40.00","$799.98"
"12/2/2020","12/2/2020","12/4/2020","NIO","NIO
CUSIP: 62914V106","Sell","44","$40.00","$1,759.96"
"12/2/2020","12/2/2020","12/2/2020","PFE1","PFE1 3/19/2021 Call $45.00","OCA","2S","",""
"12/2/2020","12/2/2020","12/2/2020","PFE1","PFE1 3/19/2021 Call $45.00","OCA","2","",""
"11/30/2020","11/30/2020","12/2/2020","THCB","Tuscan Holdings
CUSIP: 90069K104","Buy","66","$12.80","($844.80)"
"11/30/2020","11/30/2020","12/1/2020","RKT","RKT 1/8/2021 Call $23.00","BTO","3","$1.04","($312.00)"
"11/30/2020","11/30/2020","12/2/2020","VGAC","VG
CUSIP: G9446E105","Buy","100","$10.39","($1,038.89)"
"11/30/2020","11/30/2020","12/1/2020","IQ","IQ 6/18/2021 Call $22.50","BTO","2","$3.70","($740.00)"
"11/27/2020","11/27/2020","11/30/2020","BA","Option Expiration for BA 11/27/2020 Put $200.00","OEXP","3S","",""
"11/27/2020","11/27/2020","11/30/2020","NIO","Option Expiration for NIO 11/27/2020 Put $40.00","OEXP","6S","",""
"11/25/2020","11/25/2020","11/30/2020","OPES","Opes Acquisition
CUSIP: 68373P100","Sell","105","$12.45","$1,307.21"
"11/24/2020","11/24/2020","11/27/2020","AMD","AMD
CUSIP: 007903107","Sell","6","$85.14","$510.82"
"11/24/2020","11/24/2020","11/27/2020","AMD","AMD
CUSIP: 007903107","Sell","0.646061","$85.12","$54.99"
"11/24/2020","11/24/2020","11/25/2020","HYLN","HYLN 12/4/2020 Put $25.00","STO","1","$2.65","$264.98"
"11/24/2020","11/24/2020","11/25/2020","HYLN","HYLN 12/4/2020 Put $25.00","STO","1","$2.60","$259.98"
"11/24/2020","11/24/2020","11/25/2020","RKT","RKT 12/4/2020 Put $20.50","BTC","1","$0.58","($58.00)"
"11/24/2020","11/24/2020","11/25/2020","OXY","OXY 1/21/2022 Call $25.00","BTO","1","$2.30","($230.00)"
"11/24/2020","11/24/2020","11/24/2020","","Gold Fee","GOLD","","","($5.00)"
"11/24/2020","11/24/2020","11/24/2020","","Aggregated Margin Interest","MINT","","","($1.52)"
"11/23/2020","11/23/2020","11/24/2020","BA","BA 11/27/2020 Put $200.00","BTO","1","$0.73","($73.00)"
"11/23/2020","11/23/2020","11/24/2020","BA","BA 11/27/2020 Put $200.00","BTO","2","$0.73","($146.00)"
"11/23/2020","11/23/2020","11/24/2020","RKT","RKT 12/4/2020 Put $20.50","STO","1","$0.86","$85.98"
"11/20/2020","11/20/2020","11/23/2020","NIO","Option Expiration for NIO 11/20/2020 Call $53.00","OEXP","1","",""
"11/20/2020","11/20/2020","11/23/2020","HYLN","HYLN 11/20/2020 Call $25.00","OASGN","1","",""
"11/20/2020","11/20/2020","11/24/2020","HYLN","Hyliion
CUSIP: 449109107
1 HYLN Option Assigned","Sell","100","$25.00","$2,499.93"
"11/20/2020","11/20/2020","11/23/2020","BABA","BABA 12/18/2020 Call $300.00","STC","1","$2.38","$237.98"
"11/20/2020","11/20/2020","11/23/2020","BABA","BABA 12/18/2020 Call $300.00","STC","1","$2.38","$237.98"
"11/19/2020","11/19/2020","11/20/2020","NIO","NIO 11/27/2020 Put $40.00","BTO","3","$0.32","($96.00)"
"11/19/2020","11/19/2020","11/20/2020","NIO","NIO 11/20/2020 Call $53.00","STO","1","$0.30","$29.98"
"11/18/2020","11/18/2020","11/19/2020","NIO","NIO 11/27/2020 Put $40.00","BTO","3","$0.98","($294.00)"
"11/18/2020","11/18/2020","11/19/2020","OXY","OXY 1/20/2023 Call $22.00","BTO","1","$2.70","($270.00)"
"11/17/2020","11/17/2020","11/19/2020","HOFV","Hall of Fame Resort & Entertainment
CUSIP: 40619L102","Buy","500","$1.18","($587.50)"
"11/17/2020","11/17/2020","11/18/2020","BABA","BABA 12/18/2020 Call $300.00","BTO","2","$1.37","($274.00)"
"11/17/2020","11/17/2020","11/18/2020","HYLN","HYLN 11/20/2020 Call $25.00","STO","1","$0.75","$74.98"
"11/17/2020","11/17/2020","11/18/2020","NIO","NIO 11/20/2020 Call $57.00","BTC","1","$1.20","($120.00)"
"11/17/2020","11/17/2020","11/18/2020","NIO","NIO 11/20/2020 Call $57.00","STO","1","$1.37","$136.98"
"11/17/2020","11/17/2020","11/17/2020","PFE","PFE 3/19/2021 Call $45.00","OCA","2S","",""
"11/17/2020","11/17/2020","11/17/2020","PFE1","PFE1 3/19/2021 Call $45.00","OCA","2","",""
